name,uuid,description,keywords,prompts.batch,preferred_score,targets
number_1h_nmr_shifts,be0c7119-c16b-3d88-77b3-82baa741f76a,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES CCC1OCC=C1?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['8']
icho_uk_2019_2b,be247ead-1c7c-d46c-7a52-8dcdd12c5dac,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'd-block', 'inorganic-chemistry', 'reaction', 'icho', 'requires-reasoning', 'difficulty-basic', 'stochiometry']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The reaction of platinum with aqua regia is Pt + 4HNO3 + 6HCl -> H2PtCl6 + xNO2 + 4H2O. What is x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['4']
number_1h_nmr_shifts,bf6f9ab3-3561-2f82-a593-9de653e9045a,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES C1C2OC3=C(OC=N3)C12?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['5']
icho_uk_2010_5a,c14e435d-bb4e-fa9b-134e-b7f781ad8ade,Predicting the oxidation state of an element in a compound.,"['oxidation-state', 'd-block', 'physical-chemistry', 'icho', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the oxidation state of osmium atom in OsO2?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['4']
icho_uk_2010_1a,c239055a-eb8b-311a-b35c-920f51278fb9,Calculating the moles of a compound given the mass.,"['stoichiometry', 'physical-chemistry', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: If ten tonnes of Ambrox (C16H28O) are produced every year, what is the number of moles produced per year?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['42000']
electron_counts,c2a52180-89c5-e27f-b9a3-67561265ba31,Predicting the total electron count of a compound,"['electron counts', 'general-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of MgO?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['20']
icho_uk_2011_1b,c41a3cde-79f6-1efe-b0fd-b6cfbbb0a6b5,Predicting the correct molecular formula of a compound.,"['molecular-formula', 'physical-chemistry', 'icho', 'difficulty-basic', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The chemical formula for potassium chromate(VI) is KxCrO4. What is x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['2']
icho_uk_2011_3d,c6d7dd72-85ba-b2d9-c6d9-5db6063b5efe,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'general-chemistry', 'reaction', 'icho', 'difficulty-basic', 'stochiometry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The reaction for the explosion of TNT is C7H5N3O6 -> 3CO + 3C + CO2 + 1.5H2 + xN2 + H2O. What is x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1.5']
electron_counts,c7b30b66-d754-12ab-8fc9-85347b5e7522,Predicting the total electron count of a compound,"['electron counts', 'general-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of NO?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['15']
number_1h_nmr_shifts,c8260656-2d44-89bf-374c-e98469ffe83d,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES O=C1OCC(O1)C1CN1?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['7']
electron_counts,c9c51395-b45f-f440-52b5-a97cac4fa28a,Predicting the total electron count of a compound,"['electron counts', 'general-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of BF3?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['32']
icho_uk_2021_q6a,ca232d68-5caa-07fe-1a0a-a6bb8e4caf2e,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'inorganic-chemistry', 'p-block', 'reaction', 'icho', 'difficulty-basic', 'stochiometry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: Xenon tetrafluoride can be formed by Xe + xF2 -> XeF4. What is x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['2']
number_1h_nmr_shifts,ca974d17-fa33-90e8-3c28-4fd3daaeeb1d,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES CC(CN)(C#N)C(N)=O?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['5']
icho_uk_2010_6b,caae19d1-c883-f1bb-668c-aa076fc16028,Predicting the number of atoms in a unit cell.,"['unit-cell', 'solid-state', 'physical-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: Gold atom crystallizes in a cubic arrangement such that it occupies all the corners and all the center of the faces. What is the number of atoms within the unit cell?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['4']
icho_uk_2011_1c,cbb0486d-2243-206e-cb04-60fa332ecc1d,Calculating the composition of a compound in a sample using titration.,"['titration', 'physical-chemistry', 'reaction', 'requires-calculation', 'icho', 'stochiometry']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: A small snack bag typically weighs 22 g. The entire content of this bag was crushed and dissolved in distilled water, resulting in a solution. This solution was then adjusted to a volume of 250 cm^{3} in a volumetric flask. A 25.0 cm^{3} portion of this solution underwent titration with 0.1 mol dm^{-3} aqueous silver nitrate(V), applying potassium chromate(VI) as the indicator. To reach the red-brown endpoint, 8.20 cm^{3} of the aqueous silver nitrate(V) solution was required. What is the mass of sodium chloride in a small snack bag in grams?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['0.479']
electron_counts,d0dc8c73-509f-cb52-9dc7-725b8135c221,Predicting the total electron count of a compound,"['electron counts', 'general-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of LiF?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['12']
icho_uk_2022_q1e,d171466a-b1ba-7b3e-64cc-a9256b252293,"Calculating energy released given a reaction, reaction enthalpy, density and other bond volume.","['energy', 'combustion', 'physical-chemistry', 'thermodynamics', 'reaction', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The enthalpy of combustion of ethanol is -1276 kJ mol^{-1} and the enthalpy of combustion of an isomer of octane is -5144 kJ mol^{-1}. Assume that 1 L of E10 fuel contains 100 mL of ethanol and 900 mL of octane isomers. The density of pure ethanol is 0.789 g cm^{-3} and the density of pure octane isomers is 0.703 g cm^{-3}. What is the energy, in kJ, released when 1 L of the E10 fuel is burnt?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['30680']
icho_uk_2011_1a,d623ed08-10f8-0f8c-3e77-8d24b5c77853,Calculating the dietary calories in a sample.,"['calorimetry', 'physical-chemistry', 'thermochemistry', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: A standard small bag typically contains 22 g of a snack. When a 2.0 g sample of the snack is completely burned, it results in a temperature rise of 20.9 deg C in 500 g of water within the calorimeter. The specific heat capacity of water is 4.18 J K^{-1} g^{-1}, and the conversion factor from kilojoules (kJ) to dietary calories is 0.239. What is the dietary calories content in a standard small bag of the snack?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['115']
icho_uk_2021_q1c,d8827e8a-9954-ec94-796d-7a48ce581bb1,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'inorganic-chemistry', 'p-block', 'reaction', 'icho', 'stochiometry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The equation for the high temperature disproportionation of phosphorous acid is 4H3PO3 -> xH3PO4 + PH3. What is the value of x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['3']
electron_counts,d96fc46f-4997-d9c9-cf07-182803ff10f3,Predicting the total electron count of a compound,"['electron counts', 'general-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of NO3^{1-}?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['32']
icho_uk_2010_3c1,d9757ed0-0545-8b8b-b2c2-3c2a5d9cc033,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'general-chemistry', 'reaction', 'icho', 'stoichiometry', 'difficulty-basic', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The disproportionation reaction of IF is 3IF -> xI2 + IF3. What is x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1']
icho_uk_2020_1d,d9ff0488-582f-40b1-03ef-4d9e592b73f0,Predicting the number of atoms in a unit cell of a compound.,"['solid-state', 'physical-chemistry', 'unit-cell', 'icho', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: Calcium is positioned at the corners and centre in the unit cell of calcium carbide. How many calcium atoms are present in one unit cell of calcium carbide?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['2']
icho_uk_2010_3c1,dbe40a75-7015-b1ab-2511-1c0559305f45,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'physical-chemistry', 'reaction', 'icho', 'stoichiometry', 'difficulty-basic', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The disproportionation reaction of IF3 is 5IF3 -> I2 + xIF5. What is x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['3']
number_of_structural_isomers,dc7aa589-bb3d-6b80-4246-80af38ef3c6d,Predicting the total number of structural isomers for a given molecular formula.,"['isomers', 'requires-reasoning', 'organic-chemistry', 'dfficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: How many structural isomers (excluding stereochemistry) are there for C3H7N?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['12']
icho_uk_2021_q6e,dcc089ed-0337-8f09-ab22-c0681aed1fea,Predicting the rate equation for formation of a compound given the instantaneous reaction rates at for different initial concentrations of the reagents.,"['reaction-rate', 'physical-chemistry', 'p-block', 'rate-law', 'requires-calculation', 'icho']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: For the reaction Xe + xF2 -> XeF4, when moles of Xe = 1 and moles of F2 = 5, the instantaneous reaction rate at 120 deg C is 3.6E5 mol dm^{-3} s^{-1}. When moles of Xe = 1 and moles of F2 = 10, the instantaneous reaction rate at 120 deg C is 3.6E5 mol dm^{-3} s^{-1}. When moles of Xe = 2 and moles of F2 = 10, the instantaneous reaction rate at 120 deg C is 7.2E5 mol dm^{-3} s^{-1}. From the given data, the rate equation for the formation of xenon difluoride is r = k[Xe]^y. What is y?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1']
number_of_structural_isomers,dce05cb0-978b-731b-9903-1a64ce794110,Predicting the total number of structural isomers for a given molecular formula.,"['isomers', 'requires-reasoning', 'organic-chemistry', 'dfficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: How many structural isomers (excluding stereochemistry) are there for C3H6?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['2']
number_1h_nmr_shifts,dd515666-bba9-c809-f01d-551d6879f014,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES CC(=O)N1CCC1=O?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['3']
icho_uk_2021_q1b2,ddd7b4c8-9052-80eb-4f90-5842a0a5dbcc,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'inorganic-chemistry', 'p-block', 'reaction', 'icho', 'stochiometry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The equation for the reaction of phosphine with oxygen to make phosphoric acid is PH3 + 2O2 -> xH3PO4. What is x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1']
icho_uk_2023_q2h5,de3f9c27-343c-5987-cd7e-0e64d0fe1ee1,Calculating number of atoms of an element in a crystalline form given the unit cell's parameters.,"['crystalline-forms', 'unit-cell', 'inorganic-chemistry', 'cell-parameters', 'icho', 'difficulty-basic', 'requires-calculation', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: Boron nitride has a wurtzite structure (w-BN). The unit cell of w-BN is a right rhombic prism, with cell parameters of d = 2.54 \\A and e = 3.63 \\A and interior angles of 60 deg and 120 deg. What is the number of N atoms in the unit cell of w-BN?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['2']
icho_uk_2023_q5e,de8892bc-b799-b6ed-266a-3f8754840dd5,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'equilibrium', 'physical-chemistry', 'reaction', 'icho', 'stochiometry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The reaction for production of carbon dioxide carried out by the bacterium Propionibacterium freudenreichii is 3C3H6O3 -> 2C3H6O2 + C2H4O2 + xCO2 + H2O. What is the value of x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1']
icho_uk_2022_q1e,dff465d7-84e4-f152-b570-ed8cd232efac,"Calculating energy released given a reaction, reaction enthalpy, density and other bond volume.","['energy', 'combustion', 'physical-chemistry', 'thermodynamics', 'reaction', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The enthalpy of combustion of ethanol is -1276 kJ mol^{-1} and the enthalpy of combustion of an isomer of octane is -5144 kJ mol^{-1}. Assume that 1 L of E5 fuel contains 50 mL of ethanol and 950 mL of octane isomers. The density of pure ethanol is 0.789 g cm^{-3} and the density of pure octane isomers is 0.703 g cm^{-3}. What is the energy, in kJ, released when 1 L of the E5 fuel is burnt?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['31170']
icho_uk_2023_q1d2,e0fd92cb-5ad6-b9cc-e5d2-ff4af1ecf94f,Calculating the oxidation states of products and reactants in a reaction.,"['oxidation state', 'physical-chemistry', 'thermodynamics', 'reaction', 'icho', 'requires-knowledge', 'difficulty-basic', 'stochiometry']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the oxidation number of carbon in the reactants of Sabatier reaction?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['4']
icho_uk_2022_q3b,e13a20a3-0842-e89d-644e-3101bb3ee710,Predicting the number of peaks in the NMR spectrum of a given compound.,"['NMR-spectroscopy', 'organic-chemistry', 'isomers', 'icho', 'requires-knowledge', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the C(13) NMR spectrum of cubane-1,2-dicarboxylic acid?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['4']
number_of_structural_isomers,e2b9a65d-76d3-5ee2-8c66-13404dbf7c3b,Predicting the total number of structural isomers for a given molecular formula.,"['isomers', 'requires-reasoning', 'organic-chemistry', 'dfficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: How many structural isomers (excluding stereochemistry) are there for C3H9N?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['4']
icho_uk_2023_q5d,e57a0144-deb1-925b-83d9-11ef2cb6d259,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'equilibrium', 'physical-chemistry', 'reaction', 'icho', 'stochiometry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The conversion of lactose to lactic acid is C12H22O11 + H2O -> xC3H6O3. What is the value of x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['4']
icho_uk_2020_2a,e6a29afe-1f5f-533b-af0b-b8c267cf4213,Calculating the enthalpy change of a reaction given enthalpy changes data of other reactions.,"['enthalpy', 'thermodynamics', 'physical-chemistry', 'reaction', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: Assume all processes take place at 298 K. The enthalpy change of formation of CH4(g) is -74.8 kJ mol^{-1}, of CO2(g) is -393.5 kJ mol^{-1} and it is -285.8 kJ mol^{-1} for H2O(l). What is the enthalpy change for the reaction CH4(g) + 2H2O(l) -> CO2(g) + 4H2(g) in kJ mol^{-1}?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['253']
icho_uk_2022_q6b,e70b7415-020f-ebe6-e3bd-dab3d02462df,Calculating the standard enthalpy change of a reaction given standard enthalpy changes data of other reactions.,"['enthalpy', 'physical-chemistry', 'thermodynamics', 'reaction', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The standard enthalpy change of the reaction NaOH + HCl -> NaCl + H2O is -56.7 kJ mol^{-1}, the standard enthalpy change of the reaction SiO2 + 6HF -> H2SiF6 + 2H2O is -100.3 kJ mol^{-1} and the standard enthalpy change of the reaction NaOH + HF -> H2O + NaF is -61.5 kJ mol^{-1}. What is the standard enthalpy change of the reaction SiO2 + 6NaF + 6HCl -> H2SiF6 + 6NaCl + 2H2O in kJ mol^{-1}?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['-71.5']
